filepath,label
Audio\fake\file4579.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4584.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4586.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file460.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4600.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4603.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4609.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4611.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4617.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4626.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4634.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4646.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4653.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4654.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4656.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4658.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4660.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4661.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file467.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4675.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4686.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4688.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file47.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4703.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4711.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4721.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4733.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file474.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4742.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4749.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4766.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4769.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4772.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4777.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4796.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file48.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4801.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4813.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4819.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4820.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4821.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4826.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4829.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4837.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4840.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4862.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4866.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4867.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4883.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4886.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4889.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4901.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4906.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4920.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4921.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4924.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4926.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4929.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4935.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4945.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4947.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4949.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file495.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4959.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4961.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4972.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4978.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4979.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4981.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file4987.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5001.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5002.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5008.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5013.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5038.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5044.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5060.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5064.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5066.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file507.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5084.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5087.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5092.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5106.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5108.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file511.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5112.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5117.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5123.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5128.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5154.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5155.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5158.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5164.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5177.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5184.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5190.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5192.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5194.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5202.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5204.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5205.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5206.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5208.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5214.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5216.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5228.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5239.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file524.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5242.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5256.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5261.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5267.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file528.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5288.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5292.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5295.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5304.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5317.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5326.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5329.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5331.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5337.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5339.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5343.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5353.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5358.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5363.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5366.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file537.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5373.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5375.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5379.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5386.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5391.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5402.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5406.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file541.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5413.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5415.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5422.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5437.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5444.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5445.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5451.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5454.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5460.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5469.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5471.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5473.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5480.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5483.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5485.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5486.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file549.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5491.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5497.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file550.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5506.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5513.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5517.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5519.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5529.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5535.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5541.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5548.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5558.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5560.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5568.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5569.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5579.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5582.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5596.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file56.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5602.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file561.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5626.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file563.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file564.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5642.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5647.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5652.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5658.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5664.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5665.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5669.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5671.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5673.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file568.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5693.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5698.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5703.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5707.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5723.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5727.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5734.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file574.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5761.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5774.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5778.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5779.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5787.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5788.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5792.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5808.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5816.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5818.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5819.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5825.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5831.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5832.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5838.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5842.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5844.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5848.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5849.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5853.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5859.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5860.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5867.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5871.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5876.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5881.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5882.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5892.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5893.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5904.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5909.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5913.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5915.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5916.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5926.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5927.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5928.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5931.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5932.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5946.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5954.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5966.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5974.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5975.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file598.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5996.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file5998.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6009.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6032.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6042.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6044.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6055.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6066.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6067.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6069.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6076.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6081.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6082.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6083.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6088.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6094.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file610.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6104.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6122.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6139.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6144.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6149.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6150.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file616.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6160.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6169.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6173.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6174.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6184.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6186.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6206.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6220.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6221.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6223.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6225.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6227.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6240.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6245.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file626.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6262.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6266.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6269.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6270.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6272.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6274.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6276.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6278.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file628.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6280.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6281.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6310.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6316.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6317.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6327.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6334.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6342.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6344.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6345.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6346.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6351.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6355.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6366.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6376.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6380.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6384.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6395.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6396.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6397.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file640.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6400.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
Audio\fake\file6402.mp3.wav_16k.wav_norm.wav_mono.wav_silence.wav,fake
